word 	|	 label 1 	|	 label 2 
PF13085	|	59	|	72
PF00900	|	54	|	87
PF06022	|	3	|	71
PF17786	|	44	|	18
PF02580	|	71	|	20
PF01245	|	59	|	72
PF11540	|	34	|	89
PF13015	|	20	|	67
PF16381	|	74	|	59
PF05498	|	66	|	72
PF13925	|	34	|	89
PF12496	|	63	|	22
PF00310	|	50	|	28
PF00977	|	6	|	51
PF04554	|	42	|	98
PF10351	|	22	|	88
PF04108	|	41	|	39
PF07670	|	74	|	91
PF07741	|	64	|	47
PF11913	|	59	|	72
PF21114	|	58	|	96
PF00034	|	66	|	51
PF04979	|	21	|	81
PF06888	|	59	|	35
PF03484	|	54	|	63
PF08737	|	56	|	7
PF12047	|	6	|	94
PF16413	|	46	|	69
PF21692	|	22	|	53
PF04078	|	89	|	35
PF16454	|	35	|	34
PF07693	|	45	|	45
PF13180	|	9	|	50
PF00829	|	21	|	72
PF15706	|	25	|	22
PF21021	|	37	|	57
PF04667	|	21	|	5
PF00881	|	59	|	85
PF13718	|	82	|	55
PF05623	|	32	|	5
PF14374	|	82	|	84
PF10283	|	85	|	56
PF07923	|	8	|	39
PF03496	|	24	|	48
PF07779	|	59	|	17
PF19530	|	47	|	19
PF03942	|	40	|	72
PF07814	|	16	|	74
PF11916	|	56	|	39
PF04636	|	40	|	51
PF22314	|	7	|	36
PF06008	|	4	|	98
PF08771	|	42	|	68
PF12090	|	16	|	39
PF17048	|	39	|	36
PF16969	|	21	|	5
PF16899	|	57	|	99
PF03782	|	81	|	96
PF02898	|	4	|	28
PF07994	|	59	|	0
PF01116	|	11	|	18
PF08614	|	34	|	89
PF05770	|	99	|	24
PF01488	|	14	|	95
PF19278	|	68	|	18
PF10237	|	66	|	72
PF03343	|	8	|	90
PF04049	|	24	|	48
PF01902	|	39	|	35
PF11851	|	11	|	78
PF04674	|	18	|	81
PF08236	|	17	|	92
PF12816	|	0	|	71
PF01581	|	22	|	40
PF02661	|	89	|	35
PF04898	|	50	|	28
PF02585	|	1	|	81
PF04124	|	59	|	0
PF07995	|	0	|	26
PF09454	|	86	|	11
PF05021	|	7	|	55
PF01645	|	50	|	28
PF21322	|	24	|	48
PF04419	|	91	|	11
PF21055	|	55	|	24
PF05994	|	53	|	51
PF06858	|	53	|	7
PF03179	|	21	|	72
PF04139	|	21	|	6
PF02746	|	10	|	13
PF20671	|	39	|	55
PF03454	|	20	|	98
PF00585	|	97	|	84
PF04931	|	3	|	71
PF09360	|	10	|	67
PF05405	|	66	|	46
PF04847	|	21	|	6
PF14513	|	53	|	36
PF17172	|	7	|	13
PF14204	|	6	|	21
PF18149	|	17	|	31
PF06762	|	18	|	20
PF11732	|	90	|	88
PF12460	|	13	|	7
PF14500	|	13	|	0
PF21255	|	19	|	92
PF12456	|	38	|	93
PF04097	|	8	|	71
PF08519	|	36	|	56
PF14798	|	95	|	1
PF04112	|	63	|	22
PF08367	|	13	|	97
PF04916	|	40	|	72
PF01885	|	40	|	72
PF01015	|	3	|	5
PF00399	|	6	|	36
PF03147	|	20	|	63
PF21127	|	79	|	33
PF10033	|	16	|	39
PF22602	|	41	|	43
PF01118	|	70	|	21
PF05542	|	82	|	74
PF18777	|	77	|	7
PF04184	|	94	|	51
PF09271	|	29	|	59
PF20414	|	63	|	6
PF16474	|	35	|	74
PF20451	|	99	|	24
PF02844	|	77	|	12
PF08375	|	55	|	64
PF10479	|	87	|	63
PF02017	|	94	|	67
PF18829	|	13	|	7
PF15917	|	99	|	65
PF04573	|	59	|	99
PF12722	|	41	|	93
PF13206	|	18	|	40
PF05997	|	18	|	39
PF11701	|	24	|	48
PF08913	|	22	|	53
PF04406	|	62	|	68
PF09750	|	86	|	24
PF10328	|	66	|	46
PF17189	|	68	|	49
PF01016	|	5	|	66
PF01765	|	59	|	72
PF21376	|	87	|	25
PF01451	|	66	|	72
PF01329	|	59	|	72
PF13881	|	21	|	72
PF01808	|	6	|	12
PF21788	|	23	|	32
PF01687	|	89	|	35
PF12357	|	96	|	54
PF00215	|	33	|	51
PF04821	|	16	|	39
PF02994	|	38	|	32
PF01294	|	66	|	72
PF20520	|	68	|	13
PF09298	|	68	|	13
PF06468	|	19	|	16
PF00800	|	59	|	5
PF17678	|	60	|	91
PF03211	|	60	|	81
PF05118	|	24	|	48
PF16881	|	20	|	67
PF21099	|	17	|	31
PF02900	|	60	|	14
PF06477	|	94	|	19
PF08638	|	87	|	93
PF11935	|	64	|	24
PF16845	|	94	|	19
PF17980	|	19	|	92
PF09412	|	95	|	1
PF11698	|	13	|	23
PF11834	|	78	|	44
PF00838	|	21	|	46
PF08318	|	29	|	59
PF00357	|	14	|	36
PF12478	|	16	|	65
PF20512	|	83	|	23
PF21524	|	11	|	94
PF01198	|	66	|	72
PF17851	|	68	|	18
PF11708	|	3	|	6
PF03079	|	59	|	0
PF19432	|	90	|	47
PF12812	|	35	|	61
PF13673	|	89	|	20
PF08687	|	25	|	82
PF13023	|	21	|	72
PF03030	|	59	|	72
PF05153	|	89	|	81
PF03070	|	7	|	31
PF09079	|	36	|	94
PF07156	|	89	|	20
PF11700	|	60	|	14
PF20655	|	15	|	88
PF01166	|	3	|	6
PF01256	|	32	|	5
PF06816	|	65	|	79
PF10404	|	87	|	57
PF16034	|	63	|	61
PF04104	|	21	|	5
PF00576	|	1	|	51
PF03378	|	77	|	7
PF11917	|	60	|	14
PF01627	|	46	|	69
PF06583	|	97	|	84
PF15963	|	32	|	5
PF05127	|	82	|	55
PF16533	|	53	|	61
PF04376	|	50	|	99
PF04910	|	63	|	5
PF00463	|	59	|	72
PF21103	|	64	|	61
PF06732	|	85	|	56
PF07064	|	0	|	6
PF07847	|	21	|	81
PF16528	|	21	|	5
PF03900	|	30	|	12
PF00953	|	18	|	85
PF01218	|	40	|	35
PF08216	|	30	|	5
PF14558	|	8	|	39
PF13281	|	79	|	33
PF04446	|	42	|	18
PF09797	|	89	|	81
PF06775	|	3	|	71
PF08165	|	96	|	54
PF22916	|	64	|	95
PF03477	|	8	|	95
PF05724	|	59	|	35
PF01134	|	30	|	12
PF06482	|	97	|	84
PF08212	|	39	|	36
PF07928	|	41	|	39
PF21326	|	24	|	48
PF18861	|	97	|	84
PF02513	|	78	|	22
PF03154	|	90	|	47
PF14304	|	26	|	80
PF04718	|	89	|	72
PF03908	|	40	|	72
PF22732	|	82	|	94
PF15705	|	25	|	22
PF06421	|	80	|	86
PF11566	|	57	|	10
PF10236	|	1	|	20
PF14635	|	27	|	90
PF06999	|	21	|	81
PF10539	|	32	|	11
PF03972	|	60	|	14
PF00296	|	60	|	14
PF08490	|	8	|	55
PF09769	|	1	|	6
PF09289	|	70	|	93
PF17226	|	90	|	47
PF01592	|	89	|	81
PF14631	|	64	|	57
PF04188	|	9	|	50
PF18004	|	13	|	99
PF02843	|	77	|	12
PF01896	|	21	|	5
PF07569	|	34	|	89
PF09070	|	34	|	89
PF13965	|	94	|	34
PF11957	|	83	|	23
PF00436	|	89	|	72
PF01275	|	94	|	1
PF03690	|	89	|	81
PF01251	|	59	|	20
PF04683	|	99	|	85
PF08782	|	25	|	82
PF08327	|	18	|	8
PF02150	|	70	|	21
PF08645	|	23	|	8
PF10510	|	89	|	81
PF20653	|	55	|	68
PF17390	|	50	|	91
PF04981	|	83	|	64
PF21634	|	84	|	30
PF12621	|	98	|	75
PF07851	|	0	|	0
PF12513	|	17	|	73
PF01992	|	89	|	20
PF10152	|	87	|	77
PF12612	|	21	|	72
PF11735	|	60	|	14
PF13613	|	23	|	24
PF19445	|	22	|	97
PF12066	|	26	|	80
PF16320	|	83	|	67
PF03896	|	1	|	46
PF19160	|	79	|	33
PF09139	|	53	|	20
PF13001	|	21	|	0
PF04111	|	56	|	84
PF01247	|	66	|	46
PF04814	|	39	|	58
PF08572	|	75	|	64
PF12719	|	56	|	6
PF09141	|	22	|	25
PF16000	|	57	|	43
PF15796	|	79	|	33
PF11927	|	21	|	13
PF05131	|	57	|	59
PF01269	|	21	|	72
PF05625	|	1	|	35
PF04959	|	26	|	80
PF21143	|	84	|	30
PF03542	|	41	|	39
PF10559	|	13	|	37
PF04724	|	6	|	17
PF12311	|	60	|	14
PF15924	|	20	|	27
PF08530	|	68	|	13
PF17215	|	98	|	63
PF01900	|	21	|	72
PF12772	|	97	|	84
PF04136	|	39	|	55
PF05208	|	59	|	81
PF07773	|	35	|	51
PF05158	|	21	|	0
PF05024	|	59	|	35
PF07539	|	99	|	90
PF04152	|	39	|	74
PF02602	|	1	|	8
PF02750	|	25	|	82
PF16203	|	84	|	30
PF16121	|	54	|	87
PF18262	|	54	|	63
PF02731	|	32	|	71
PF02944	|	23	|	24
PF14303	|	32	|	5
PF14027	|	60	|	14
PF02271	|	1	|	20
PF04833	|	59	|	72
PF01259	|	23	|	38
PF03939	|	30	|	21
PF02628	|	59	|	51
PF01713	|	69	|	25
PF10184	|	89	|	20
PF08153	|	53	|	7
PF05030	|	16	|	24
PF07984	|	63	|	65
PF18051	|	29	|	99
PF04086	|	42	|	95
PF01262	|	83	|	23
PF09402	|	41	|	39
PF21162	|	50	|	28
PF04520	|	32	|	35
PF16399	|	84	|	30
PF04192	|	34	|	89
PF03531	|	64	|	61
PF10058	|	21	|	6
PF19418	|	41	|	39
PF21404	|	15	|	43
PF01667	|	5	|	72
PF03099	|	80	|	93
PF00766	|	4	|	25
PF01655	|	1	|	35
PF01282	|	21	|	72
PF04037	|	23	|	22
PF00731	|	44	|	88
PF04180	|	87	|	22
PF09430	|	3	|	6
PF07576	|	43	|	25
PF07782	|	95	|	46
PF00889	|	27	|	90
PF12054	|	17	|	73
PF09405	|	55	|	24
PF03067	|	18	|	85
PF13926	|	16	|	39
PF20662	|	29	|	59
PF02747	|	54	|	36
PF06294	|	3	|	6
PF19279	|	53	|	36
PF19311	|	74	|	61
PF17959	|	45	|	45
PF02291	|	3	|	71
PF05826	|	87	|	65
PF08190	|	18	|	8
PF02833	|	41	|	39
PF04880	|	63	|	6
PF09316	|	90	|	47
PF01127	|	66	|	72
PF19343	|	56	|	88
PF03919	|	75	|	13
PF14378	|	19	|	16
PF12235	|	88	|	41
PF17292	|	64	|	61
PF15477	|	3	|	6
PF04437	|	18	|	85
PF04084	|	3	|	6
PF13725	|	82	|	55
PF00197	|	47	|	19
PF04004	|	16	|	65
PF21148	|	64	|	23
PF12063	|	79	|	33
PF07292	|	43	|	3
PF05187	|	50	|	28
PF03414	|	95	|	46
PF01090	|	21	|	46
PF05910	|	32	|	5
PF01493	|	50	|	28
PF08071	|	54	|	87
PF02704	|	59	|	72
PF08351	|	82	|	55
PF03045	|	95	|	46
PF14639	|	27	|	90
PF19282	|	77	|	7
PF04658	|	3	|	6
PF07287	|	60	|	14
PF08824	|	55	|	71
PF14701	|	98	|	21
PF19316	|	68	|	18
PF13862	|	66	|	72
PF10588	|	4	|	98
PF01195	|	59	|	35
PF07093	|	63	|	22
PF05148	|	21	|	6
PF17988	|	58	|	96
PF08625	|	34	|	89
PF05557	|	63	|	38
PF11864	|	41	|	39
PF03941	|	16	|	65
PF02002	|	63	|	68
PF20470	|	17	|	31
PF07019	|	66	|	72
PF13889	|	41	|	39
PF13691	|	11	|	8
PF03485	|	38	|	99
PF04765	|	32	|	5
PF16275	|	26	|	80
PF08743	|	82	|	99
PF17767	|	70	|	21
PF05185	|	77	|	25
PF04056	|	41	|	98
PF08644	|	64	|	21
PF04729	|	21	|	81
PF12341	|	34	|	89
PF02076	|	63	|	6
PF11718	|	8	|	95
PF02163	|	89	|	76
PF09790	|	25	|	82
PF12627	|	14	|	16
PF03666	|	40	|	71
PF05180	|	66	|	72
PF00677	|	30	|	21
PF15784	|	90	|	47
PF04263	|	68	|	18
PF06280	|	14	|	75
PF12901	|	84	|	11
PF03007	|	18	|	28
PF04927	|	30	|	34
PF20302	|	79	|	33
PF08881	|	60	|	14
PF10269	|	72	|	85
PF09810	|	86	|	96
PF22151	|	4	|	98
PF03981	|	21	|	0
PF08557	|	39	|	0
PF00836	|	95	|	1
PF13878	|	41	|	39
PF08083	|	22	|	28
PF08712	|	30	|	35
PF18201	|	18	|	8
PF20428	|	32	|	5
PF04790	|	89	|	51
PF14806	|	77	|	36
PF08155	|	53	|	7
PF21864	|	32	|	5
PF19193	|	87	|	96
PF00958	|	6	|	70
PF05091	|	89	|	81
PF14413	|	42	|	18
PF05132	|	21	|	5
PF18511	|	57	|	10
PF16491	|	7	|	36
PF02377	|	35	|	21
PF03382	|	67	|	26
PF08145	|	34	|	89
PF05726	|	50	|	64
PF08784	|	74	|	90
PF09734	|	82	|	98
PF05011	|	39	|	74
PF08565	|	57	|	97
PF03468	|	32	|	95
PF17982	|	19	|	92
PF01293	|	32	|	5
PF16862	|	60	|	14
PF21056	|	23	|	24
PF04045	|	66	|	72
PF04177	|	89	|	72
PF18055	|	55	|	64
PF08996	|	8	|	55
PF01250	|	89	|	20
PF07718	|	77	|	36
PF04572	|	50	|	43
PF13863	|	3	|	6
PF16579	|	79	|	33
PF00490	|	66	|	72
PF16886	|	29	|	37
PF08068	|	86	|	87
PF01351	|	40	|	72
PF00793	|	89	|	0
PF10596	|	22	|	28
PF05291	|	3	|	46
PF10486	|	61	|	68
PF12230	|	37	|	57
PF07034	|	15	|	97
PF17404	|	15	|	88
PF02533	|	47	|	19
PF21192	|	83	|	64
PF10357	|	91	|	11
PF08776	|	87	|	93
PF03073	|	59	|	0
PF08832	|	46	|	78
PF10230	|	66	|	14
PF03517	|	63	|	71
PF13695	|	66	|	46
PF01196	|	21	|	72
PF03849	|	35	|	25
PF07517	|	71	|	4
PF08568	|	21	|	0
PF02233	|	83	|	23
PF13821	|	26	|	80
PF01676	|	89	|	51
PF18360	|	26	|	80
PF02270	|	43	|	25
PF03847	|	63	|	6
PF06424	|	24	|	48
PF08609	|	21	|	72
PF17405	|	15	|	88
PF04031	|	75	|	35
PF22749	|	63	|	77
PF14698	|	98	|	81
PF06202	|	98	|	21
PF20811	|	57	|	10
PF10544	|	3	|	6
PF01775	|	89	|	51
PF22700	|	83	|	64
PF09758	|	38	|	99
PF12254	|	8	|	55
PF10337	|	98	|	98
PF04912	|	94	|	51
PF18334	|	78	|	90
PF17865	|	51	|	52
PF02018	|	99	|	26
PF20238	|	21	|	14
PF12036	|	18	|	77
PF20663	|	29	|	59
PF03259	|	89	|	72
PF02173	|	11	|	93
PF10415	|	98	|	81
PF14664	|	22	|	99
PF14737	|	18	|	85
PF04300	|	57	|	10
PF07946	|	0	|	0
PF17285	|	77	|	25
PF00340	|	95	|	1
PF13874	|	8	|	55
PF01512	|	4	|	98
PF05003	|	35	|	25
PF10377	|	41	|	39
PF00708	|	89	|	72
PF09949	|	21	|	6
PF10261	|	31	|	91
PF14826	|	64	|	21
PF12394	|	20	|	11
PF02167	|	89	|	72
PF14578	|	80	|	86
PF07817	|	3	|	6
PF10427	|	26	|	80
PF10397	|	98	|	81
PF09791	|	21	|	71
PF18336	|	88	|	23
PF07967	|	82	|	84
PF09420	|	94	|	12
PF15301	|	25	|	38
PF04938	|	63	|	6
PF17406	|	15	|	88
PF04098	|	26	|	80
PF04690	|	66	|	5
PF00639	|	89	|	81
PF01213	|	82	|	99
PF01111	|	21	|	81
PF06862	|	64	|	95
PF04189	|	3	|	5
PF20979	|	6	|	70
PF04265	|	68	|	18
PF16854	|	41	|	39
PF19039	|	79	|	33
PF01682	|	97	|	84
PF21193	|	83	|	64
PF08412	|	78	|	44
PF05890	|	21	|	71
PF02192	|	42	|	68
PF08640	|	21	|	81
PF09751	|	18	|	71
PF07452	|	83	|	90
PF20452	|	99	|	24
PF11527	|	59	|	72
PF12851	|	16	|	6
PF16087	|	5	|	46
PF10343	|	89	|	72
PF14750	|	7	|	13
PF03850	|	0	|	85
PF06664	|	57	|	99
PF09270	|	29	|	59
PF01761	|	14	|	12
PF09423	|	18	|	85
PF18568	|	92	|	3
PF20667	|	57	|	10
PF00705	|	54	|	36
PF08825	|	75	|	25
PF18018	|	13	|	7
PF12248	|	67	|	26
PF19305	|	54	|	14
PF19033	|	38	|	22
PF17286	|	77	|	25
PF13599	|	34	|	89
PF04182	|	8	|	39
PF13880	|	41	|	39
PF03587	|	21	|	72
PF10021	|	89	|	72
PF06328	|	97	|	84
PF01876	|	66	|	5
PF11443	|	39	|	16
PF01470	|	59	|	72
PF11816	|	34	|	89
PF07841	|	94	|	46
PF12534	|	99	|	27
PF18124	|	35	|	77
PF09090	|	39	|	13
PF04114	|	59	|	72
PF08781	|	8	|	11
PF20929	|	79	|	33
PF01940	|	66	|	72
PF06703	|	66	|	72
PF04621	|	74	|	36
PF04768	|	70	|	16
PF06470	|	57	|	20
PF08597	|	89	|	51
PF07535	|	86	|	56
PF16205	|	82	|	55
PF05019	|	89	|	20
PF02104	|	66	|	20
PF06870	|	82	|	5
PF11961	|	35	|	25
PF08696	|	84	|	30
PF09359	|	69	|	11
PF05822	|	40	|	35
PF09439	|	66	|	35
PF19188	|	64	|	43
PF10248	|	21	|	5
PF02637	|	70	|	23
PF07047	|	21	|	72
PF21773	|	3	|	74
PF20416	|	99	|	90
PF16983	|	50	|	13
PF00848	|	50	|	28
PF16544	|	88	|	61
PF17652	|	67	|	26
PF21276	|	91	|	38
PF10255	|	89	|	81
PF09799	|	95	|	46
PF01813	|	3	|	71
PF09262	|	36	|	68
PF14051	|	43	|	94
PF06881	|	69	|	92
PF08066	|	74	|	29
PF00711	|	61	|	1
PF03297	|	66	|	72
PF08146	|	42	|	99
PF00444	|	66	|	35
PF10321	|	66	|	46
PF09531	|	89	|	35
PF06979	|	21	|	46
PF09202	|	32	|	5
PF04005	|	89	|	81
PF08288	|	20	|	87
PF04129	|	15	|	88
PF01883	|	70	|	85
PF08606	|	34	|	89
PF06031	|	3	|	6
PF12296	|	60	|	14
PF07926	|	16	|	65
PF10589	|	4	|	98
PF05066	|	39	|	58
PF16201	|	41	|	99
PF01191	|	13	|	23
PF02158	|	12	|	60
PF05517	|	40	|	72
PF13350	|	60	|	14
PF05007	|	75	|	81
PF10193	|	3	|	6
PF12114	|	46	|	78
PF06246	|	1	|	46
PF18382	|	87	|	65
PF18263	|	27	|	78
PF13423	|	80	|	55
PF07780	|	80	|	92
PF11861	|	80	|	92
PF10345	|	63	|	6
PF03661	|	89	|	20
PF04430	|	21	|	46
PF09416	|	84	|	30
PF04161	|	10	|	13
PF16496	|	90	|	47
PF18376	|	83	|	64
PF14702	|	98	|	21
PF05615	|	0	|	46
PF01875	|	1	|	35
PF03985	|	3	|	6
PF00827	|	66	|	72
PF12253	|	99	|	98
PF11881	|	41	|	39
PF07540	|	56	|	68
PF11831	|	90	|	47
PF08610	|	60	|	35
PF15440	|	87	|	65
PF09814	|	0	|	20
PF10394	|	7	|	97
PF06148	|	75	|	84
PF07110	|	60	|	14
PF09088	|	39	|	13
PF01871	|	21	|	81
PF09377	|	83	|	59
PF11464	|	33	|	77
PF14796	|	74	|	59
PF09770	|	41	|	39
PF08660	|	18	|	85
PF01283	|	66	|	46
PF04852	|	32	|	65
PF04048	|	19	|	21
PF04050	|	39	|	93
PF11413	|	46	|	78
PF04379	|	57	|	10
PF01938	|	20	|	67
PF03966	|	89	|	72
PF16498	|	90	|	47
PF03871	|	13	|	23
PF04922	|	33	|	51
PF08701	|	53	|	7
PF09030	|	55	|	94
PF00764	|	6	|	70
PF18101	|	3	|	35
PF13339	|	69	|	35
PF00833	|	1	|	72
PF05104	|	25	|	82
PF02936	|	66	|	46
PF18452	|	81	|	98
PF10565	|	78	|	40
PF09816	|	16	|	6
PF11857	|	96	|	83
PF09801	|	21	|	0
PF05026	|	87	|	25
PF08777	|	26	|	80
PF01274	|	83	|	23
PF08772	|	69	|	11
PF01215	|	21	|	14
PF07797	|	32	|	5
PF17146	|	69	|	11
PF07767	|	1	|	43
PF13625	|	84	|	30
PF09174	|	57	|	0
PF12340	|	96	|	55
PF16923	|	82	|	39
PF08172	|	39	|	58
PF09783	|	21	|	71
PF04034	|	41	|	39
PF09736	|	32	|	5
PF06102	|	32	|	85
PF11928	|	91	|	38
PF08815	|	46	|	78
PF06419	|	55	|	68
PF03789	|	82	|	22
PF10312	|	75	|	63
PF02761	|	92	|	83
PF02765	|	97	|	84
PF04176	|	21	|	72
PF12134	|	22	|	53
PF08947	|	35	|	77
PF13713	|	13	|	42
PF02262	|	92	|	83
PF12353	|	26	|	80
PF07934	|	39	|	59
PF21245	|	42	|	68
PF12020	|	95	|	1
PF03813	|	15	|	88
PF18129	|	78	|	90
PF14636	|	3	|	74
PF11648	|	17	|	31
PF08082	|	22	|	28
PF07470	|	60	|	14
PF09768	|	18	|	85
PF08492	|	24	|	48
PF19431	|	79	|	33
PF01381	|	31	|	50
PF09368	|	99	|	74
PF18658	|	23	|	8
PF16906	|	89	|	72
PF02762	|	92	|	83
PF14630	|	64	|	95
PF13918	|	67	|	81
PF08007	|	0	|	67
PF06883	|	30	|	34
PF03998	|	59	|	72
PF03989	|	27	|	69
PF03943	|	41	|	43
PF05064	|	8	|	55
PF18332	|	78	|	90
PF01474	|	18	|	85
PF02586	|	21	|	6
PF12214	|	25	|	82
PF01035	|	40	|	72
PF08788	|	72	|	8
PF05873	|	21	|	72
PF04227	|	98	|	0
PF17675	|	56	|	84
PF03839	|	16	|	65
PF18317	|	14	|	44
PF04542	|	70	|	50
PF07816	|	32	|	5
PF14752	|	40	|	8
PF08498	|	10	|	13
PF12223	|	63	|	43
PF09732	|	75	|	63
PF07710	|	6	|	61
PF14912	|	64	|	21
PF15913	|	39	|	75
PF02840	|	55	|	64
PF05587	|	43	|	3
PF20649	|	83	|	13
PF00280	|	94	|	20
PF00935	|	21	|	81
PF13915	|	41	|	39
PF08698	|	21	|	5
PF14663	|	22	|	99
PF04874	|	86	|	11
PF01290	|	6	|	91
PF10597	|	22	|	28
PF04388	|	41	|	39
PF08147	|	17	|	31
PF12899	|	32	|	5
PF05279	|	24	|	48
PF03801	|	56	|	84
PF18137	|	15	|	97
PF08912	|	79	|	33
PF07469	|	46	|	78
PF09507	|	40	|	51
PF17403	|	15	|	88
PF11707	|	41	|	99
PF02436	|	13	|	70
PF09384	|	34	|	89
PF07227	|	11	|	84
PF04133	|	89	|	72
PF02029	|	3	|	71
PF13664	|	59	|	81
PF14668	|	22	|	99
PF12400	|	18	|	71
PF04032	|	66	|	6
PF21353	|	46	|	78
PF04845	|	39	|	20
PF18290	|	50	|	25
PF12896	|	42	|	67
PF04930	|	89	|	72
PF01158	|	1	|	35
PF17682	|	82	|	98
PF11830	|	75	|	71
PF12397	|	42	|	99
PF03068	|	7	|	15
PF09184	|	3	|	5
PF12032	|	18	|	8
PF08952	|	38	|	93
PF20236	|	21	|	72
PF11923	|	29	|	90
PF16200	|	55	|	64
PF08620	|	7	|	39
PF16679	|	29	|	99
PF11960	|	39	|	0
PF21188	|	17	|	31
PF05627	|	32	|	5
PF02320	|	66	|	72
PF09440	|	55	|	64
PF07502	|	7	|	55
PF14648	|	20	|	98
PF05644	|	7	|	15
PF05022	|	3	|	6
PF07808	|	16	|	74
PF03737	|	59	|	14
PF06423	|	1	|	0
PF03937	|	66	|	72
PF14821	|	10	|	12
PF06964	|	60	|	14
PF12922	|	74	|	59
PF06777	|	7	|	97
PF02238	|	66	|	14
PF08231	|	3	|	74
PF07722	|	66	|	20
PF08243	|	3	|	6
PF12485	|	56	|	61
PF09724	|	1	|	51
PF08785	|	10	|	18
PF19440	|	24	|	48
PF09749	|	89	|	72
PF06645	|	66	|	72
PF18147	|	17	|	73
PF09326	|	27	|	98
PF16282	|	25	|	24
PF14441	|	60	|	14
PF02921	|	50	|	28
PF11598	|	50	|	64
PF11942	|	54	|	90
PF21266	|	67	|	43
PF08065	|	85	|	56
PF04190	|	0	|	0
PF01868	|	21	|	72
PF10598	|	22	|	28
PF09739	|	40	|	22
PF16455	|	37	|	57
PF15308	|	93	|	65
PF07542	|	89	|	81
PF04685	|	50	|	64
PF12619	|	27	|	78
PF13593	|	1	|	71
PF12923	|	26	|	13
PF05907	|	1	|	81
PF21405	|	15	|	43
PF01827	|	57	|	10
PF17407	|	49	|	88
PF08144	|	69	|	22
PF14666	|	22	|	99
PF08774	|	14	|	25
PF04889	|	21	|	6
PF05764	|	39	|	93
PF12215	|	50	|	64
PF02144	|	0	|	81
PF06463	|	4	|	67
PF02966	|	59	|	72
PF18517	|	92	|	55
PF07713	|	16	|	65
PF13446	|	72	|	57
PF12631	|	77	|	7
PF04589	|	63	|	38
PF19283	|	10	|	98
PF04934	|	21	|	6
PF04484	|	32	|	5
PF09745	|	63	|	5
PF10406	|	82	|	98
PF09468	|	23	|	8
PF01115	|	21	|	72
PF11891	|	32	|	35
PF08084	|	22	|	53
PF16199	|	4	|	67
PF11875	|	90	|	47
PF10390	|	25	|	39
PF06831	|	64	|	43
PF20946	|	34	|	89
PF20638	|	7	|	18
PF06644	|	59	|	14
PF05703	|	83	|	23
PF05351	|	89	|	46
PF19439	|	38	|	99
PF08621	|	7	|	39
PF04699	|	1	|	35
PF04061	|	95	|	5
PF07557	|	41	|	39
PF16987	|	55	|	94
PF05179	|	83	|	23
PF14724	|	83	|	59
PF21533	|	45	|	45
PF12165	|	32	|	94
PF19627	|	39	|	58
PF07818	|	21	|	6
PF13890	|	82	|	22
PF18141	|	84	|	30
PF06237	|	0	|	81
PF07890	|	21	|	72
PF10393	|	47	|	3
PF06859	|	3	|	13
PF06221	|	25	|	82
PF01777	|	54	|	71
PF02627	|	60	|	14
PF03639	|	67	|	26
PF11704	|	83	|	64
PF03834	|	18	|	85
PF06912	|	59	|	72
PF06391	|	56	|	7
PF19270	|	57	|	10
PF00591	|	6	|	51
PF06738	|	63	|	39
PF11204	|	11	|	99
PF04935	|	41	|	39
PF04158	|	34	|	89
PF13334	|	50	|	43
PF14632	|	27	|	90
PF01491	|	66	|	72
PF18119	|	17	|	31
PF07743	|	1	|	20
PF03066	|	25	|	1
PF18112	|	19	|	82
PF20637	|	75	|	18
PF00965	|	95	|	1
PF01199	|	89	|	72
PF20985	|	6	|	23
PF05694	|	18	|	5
PF10392	|	83	|	13
PF05255	|	60	|	51
PF00861	|	66	|	72
PF15388	|	39	|	71
PF04923	|	95	|	46
PF09340	|	21	|	72
PF11931	|	91	|	11
PF12928	|	21	|	72
PF10273	|	21	|	5
PF10191	|	37	|	87
PF12762	|	5	|	46
PF06454	|	89	|	17
PF16559	|	45	|	45
PF12689	|	57	|	10
PF09173	|	80	|	86
PF02310	|	15	|	23
PF02252	|	68	|	18
PF21998	|	33	|	25
PF04614	|	3	|	6
PF04719	|	3	|	6
PF16523	|	35	|	77
PF00074	|	95	|	1
PF15024	|	50	|	1
PF18097	|	35	|	34
PF15801	|	19	|	21
PF14957	|	87	|	78
PF10225	|	89	|	20
PF18039	|	87	|	82
PF12295	|	64	|	87
PF19114	|	12	|	97
PF14893	|	71	|	32
PF05020	|	7	|	55
PF14921	|	61	|	22
PF17927	|	99	|	24
PF07893	|	32	|	5
PF13383	|	66	|	46
PF22782	|	37	|	57
PF08517	|	99	|	61
PF12359	|	96	|	55
PF01907	|	21	|	72
PF13892	|	17	|	73
PF04442	|	89	|	20
PF10274	|	2	|	60
PF11789	|	21	|	71
PF12037	|	36	|	85
PF09785	|	91	|	11
PF04696	|	63	|	6
PF16516	|	16	|	65
PF07574	|	83	|	64
PF08320	|	59	|	72
PF18826	|	45	|	45
PF04759	|	32	|	5
PF12936	|	55	|	24
PF13577	|	60	|	14
PF08164	|	69	|	35
PF16019	|	3	|	65
PF17753	|	44	|	18
PF02598	|	21	|	0
PF09265	|	68	|	98
PF08551	|	32	|	5
PF05719	|	21	|	0
PF12075	|	45	|	45
PF15275	|	16	|	82
PF05178	|	55	|	24
PF10240	|	53	|	74
PF21343	|	15	|	97
